Symbol,Name,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry
TPST,Tempest Therapeutics Inc. Common Stock,$2.25,0.11,5.14%,32,United States,,314180,Health Care,Biotechnology: Pharmaceutical Preparations
APLM,Apollomics Inc. Class A Ordinary Shares,$15.20,0.47,3.191%,32,United States,,4670,Health Care,Biotechnology: Pharmaceutical Preparations
BCTX,BriaCell Therapeutics Corp. Common Shares,$4.54,0.16,3.653%,32,Canada,,145618,Health Care,Biotechnology: Pharmaceutical Preparations
DYAI,Dyadic International Inc. Common Stock,$0.87,0.0107,1.245%,31,United States,,58608,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QCLS,Q/C Technologies Inc. Common Stock,$3.70,0.0,0.00%,29,United States,2014.0,723569,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TVRD,Tvardi Therapeutics Inc. Common Stock,$3.16,0.12,3.947%,29,United States,2014.0,38522,Health Care,Biotechnology: Pharmaceutical Preparations
IGC,IGC Pharma Inc. Common Stock,$0.3101,0.0131,4.411%,29,United States,,632308,Health Care,Biotechnology: Pharmaceutical Preparations
KYNB,Kyntra Bio Inc. Common Stock,$7.37,0.29,4.096%,29,United States,2014.0,12400,Health Care,Biotechnology: Pharmaceutical Preparations
BTAI,BioXcel Therapeutics Inc. Common Stock,$1.06,0.04,3.922%,28,United States,2018.0,767476,Health Care,Biotechnology: Pharmaceutical Preparations
SKYE,Skye Bioscience Inc. Common Stock,$0.8152,0.0923,12.768%,28,United States,,363390,Health Care,Biotechnology: Pharmaceutical Preparations
SNTI,Senti Biosciences Inc. Common Stock,$0.9283,0.0269,2.984%,28,United States,2021.0,76112,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AYTU,Aytu BioPharma Inc.  Common Stock,$2.56,-0.07,-2.662%,27,United States,,50458,Health Care,Biotechnology: Pharmaceutical Preparations
AIXC,AIxCrypto Holdings Inc. Common Stock,$1.31,-0.04,-2.963%,26,United States,2015.0,59346,Health Care,Biotechnology: Pharmaceutical Preparations
LTRN,Lantern Pharma Inc. Common Stock,$2.33,0.11,4.955%,26,United States,2020.0,275716,Health Care,Biotechnology: Pharmaceutical Preparations
NSRX,Nasus Pharma Ltd. Ordinary Shares,$2.25,-0.08,-3.433%,26,,2025.0,19097,Health Care,Biotechnology: Pharmaceutical Preparations
JSPR,Jasper Therapeutics Inc. Common Stock,$0.9324,0.0134,1.458%,26,United States,2020.0,547995,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRKR,Marker Therapeutics Inc. Common Stock,$1.59,-0.15,-8.621%,26,United States,,181128,Health Care,Biotechnology: Pharmaceutical Preparations
LGVN,Longeveron Inc. Class A Common Stock,$1.12,0.0,0.00%,26,United States,2021.0,793268,Health Care,Biotechnology: Pharmaceutical Preparations
LEXX,Lexaria Bioscience Corp. Common Stock,$1.02,0.04,4.082%,25,Canada,,223868,Health Care,Biotechnology: Pharmaceutical Preparations
CPHI,China Pharma Holdings Inc. Common Stock,$0.6175,-0.0323,-4.971%,25,China,,23995,Health Care,Biotechnology: Pharmaceutical Preparations
NEUP,Neuphoria Therapeutics Inc. Common Stock,$4.71,0.14,3.063%,25,United States,2021.0,22342,Health Care,Biotechnology: Pharmaceutical Preparations
NRSN,NeuroSense Therapeutics Ltd. Ordinary Shares,$0.71,-0.0008,-0.113%,25,Israel,2021.0,65049,Health Care,Biotechnology: Pharmaceutical Preparations
VNRX,VolitionRX Limited Common Stock,$0.1601,-0.0007,-0.435%,25,Singapore,2015.0,2544398,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
DARE,Dare Bioscience Inc. Common Stock,$1.75,-0.03,-1.685%,25,United States,2014.0,34516,Health Care,Biotechnology: Pharmaceutical Preparations
TVGN,Tevogen Bio Holdings Inc. Common Stock,$5.98,0.4,7.168%,24,United States,2022.0,25801,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
XCUR,Exicure Inc. Common Stock,$3.788,-0.06,-1.559%,24,United States,,9136,Health Care,Biotechnology: Pharmaceutical Preparations
TXMD,TherapeuticsMD Inc. Common Stock,$2.11,0.06,2.927%,24,United States,,59724,Health Care,Biotechnology: Pharmaceutical Preparations
BRNS,Barinthus Biotherapeutics plc American Depositary Shares,$0.601,0.051,9.273%,24,United Kingdom,2021.0,35044,Health Care,Biotechnology: Pharmaceutical Preparations
CRIS,Curis Inc. Common Stock,$0.6247,0.0048,0.774%,24,United States,,676256,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VTGN,Vistagen Therapeutics Inc. Common Stock,$0.60,0.024,4.167%,23,United States,,977582,Health Care,Biotechnology: Pharmaceutical Preparations
SER,Serina Therapeutics Inc. Common Stock,$1.93,-0.03,-1.531%,23,,2018.0,168236,Health Care,Biotechnology: Pharmaceutical Preparations
CDT,CDT Equity Inc. Common Stock,$4.77,-0.21,-4.217%,22,United States,2022.0,28898,Health Care,Biotechnology: Pharmaceutical Preparations
AEON,AEON Biopharma Inc. Class A Common Stock,$0.889,0.0296,3.444%,22,United States,,72747,Health Care,Biotechnology: Pharmaceutical Preparations
NNVC,NanoViricides Inc. Common Stock,$1.04,0.0,0.00%,22,United States,,56157,Health Care,Biotechnology: Pharmaceutical Preparations
OTLK,Outlook Therapeutics Inc. Common Stock,$0.253,-0.0014,-0.55%,21,United States,2016.0,2637948,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
COCP,Cocrystal Pharma Inc. Common Stock,$1.53,0.1,6.993%,21,United States,,564182,Health Care,Biotechnology: Pharmaceutical Preparations
HUMAW,Humacyte Inc. Warrant,$0.0906,-0.0093,-9.309%,20,United States,2020.0,11720,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VYNE,VYNE Therapeutics Inc. Common Stock,$0.6229,-0.0019,-0.304%,20,United States,2018.0,92346,Health Care,Biotechnology: Pharmaceutical Preparations
QNCX,Quince Therapeutics Inc. Common Stock,$1.25,-0.16,-11.348%,20,United States,2019.0,2989279,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PLRZ,Polyrizon Ltd. Ordinary Shares,$11.31,-0.58,-4.878%,19,Israel,2024.0,44080,Health Care,Biotechnology: Pharmaceutical Preparations
GRMLW,Greenland Mines Ltd Warrant,$0.1625,-0.0375,-18.75%,19,United States,2022.0,12891,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KTTA,Pasithea Therapeutics Corp. Common Stock,$0.79,0.035,4.636%,19,United States,2021.0,190294,Health Care,Biotechnology: Pharmaceutical Preparations
LPCN,Lipocine Inc. Common Stock,$2.53,0.15,6.303%,18,United States,,562250,Health Care,Biotechnology: Pharmaceutical Preparations
BFRG,Bullfrog AI Holdings Inc. Common Stock,$1.01,-0.04,-3.81%,18,United States,2023.0,2096040,Health Care,Biotechnology: Pharmaceutical Preparations
ALLR,Allarity Therapeutics Inc. Common Stock,$1.19,0.0,0.00%,18,United States,,142097,Health Care,Biotechnology: Pharmaceutical Preparations
CTXR,Citius Pharmaceuticals Inc. Common Stock,$0.824,0.009,1.104%,18,United States,,260149,Health Care,Biotechnology: Pharmaceutical Preparations
QNTM,Quantum Biopharma Ltd. Class B Subordinate Voting Shares,$3.02,-0.335,-9.985%,17,Canada,,429862,Health Care,Biotechnology: Pharmaceutical Preparations
MDCXW,Medicus Pharma Ltd. Warrant,$0.40,-0.1501,-27.286%,15,Canada,,5563,Health Care,Biotechnology: Pharmaceutical Preparations
GNTA,Genenta Science S.p.A. American Depositary Shares,$0.6412,-0.0014,-0.218%,15,Italy,2021.0,40642,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MDCX,Medicus Pharma Ltd. Common Stock  ,$0.403,0.001,0.249%,15,Canada,,937413,Health Care,Biotechnology: Pharmaceutical Preparations
RGNT,Regentis Biomaterials Ltd. Ordinary Shares,$3.04,-0.105,-3.339%,15,,2025.0,2366,Health Care,Biotechnology: Pharmaceutical Preparations
PHGE,BiomX Inc. COmmon Stock,$2.21,-0.42,-15.97%,14,,2019.0,281241,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PHIO,Phio Pharmaceuticals Corp. Common Stock,$1.29,0.05,4.032%,14,United States,,239073,Health Care,Biotechnology: Pharmaceutical Preparations
JUNS,Jupiter Neurosciences Inc. Common Stock,$0.3935,-0.0055,-1.378%,14,United States,2024.0,149730,Health Care,Biotechnology: Pharmaceutical Preparations
ZSTK,ZeroStack Corp. Common Stock,$5.90,0.3,5.357%,14,Canada,2021.0,15553,Health Care,Biotechnology: Pharmaceutical Preparations
INAB,IN8bio Inc. Common Stock,$1.38,0.03,2.222%,13,United States,2021.0,97603,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBRX,Moleculin Biotech Inc. Common Stock,$2.49,-0.23,-8.456%,13,United States,2016.0,155340,Health Care,Biotechnology: Pharmaceutical Preparations
CURX,Curanex Pharmaceuticals Inc Common Stock,$0.463,-0.0147,-3.077%,13,United States,2025.0,103185,Health Care,Biotechnology: Pharmaceutical Preparations
INTS,Intensity Therapeutics Inc. Common stock,$5.36,-0.1,-1.832%,13,United States,2023.0,26534,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TRIB,Trinity Biotech plc American Depositary Shares,$0.715,0.0168,2.406%,13,Ireland,1992.0,144461,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
CYCN,Cyclerion Therapeutics Inc. Common Stock,$3.22,0.33,11.419%,13,United States,,327831,Health Care,Biotechnology: Pharmaceutical Preparations
TRAW,Traws Pharma Inc. Common Stock,$1.59,-0.02,-1.242%,12,United States,2013.0,35671,Health Care,Biotechnology: Pharmaceutical Preparations
CLRB,Cellectar Biosciences Inc.  Common Stock,$2.95,0.21,7.664%,12,United States,,40336,Health Care,Biotechnology: Pharmaceutical Preparations
CMMB,Chemomab Therapeutics Ltd. American Depositary Share,$1.69,-0.01,-0.588%,12,Israel,2019.0,21302,Health Care,Biotechnology: Pharmaceutical Preparations
BCDA,BioCardia Inc. Common Stock,$1.18,-0.01,-0.84%,12,United States,,21189,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KAPA,Kairos Pharma Ltd. Common Stock,$0.5995,0.0145,2.479%,12,,2024.0,46656,Health Care,Biotechnology: Pharmaceutical Preparations
GTBP,GT Biopharma Inc. Common Stock,$0.389,0.0,0.00%,12,United States,,280790,Health Care,Biotechnology: Pharmaceutical Preparations
IMNN,Imunon Inc. Common Stock,$3.10,0.14,4.73%,12,United States,,42686,Health Care,Biotechnology: Pharmaceutical Preparations
CVKD,Cadrenal Therapeutics Inc. Common Stock,$4.79,-0.2,-4.008%,12,United States,2023.0,21499,Health Care,Biotechnology: Pharmaceutical Preparations
BFRI,Biofrontera Inc. Common Stock,$1.09,0.04,3.81%,12,United States,2021.0,154231,Health Care,Biotechnology: Pharmaceutical Preparations
TOVX,Theriva Biologics Inc. Common Stock,$0.241,-0.0121,-4.781%,11,United States,,2049192,Health Care,Biotechnology: Pharmaceutical Preparations
NCEL,NewcelX Ltd. Ordinary Shares,$2.52,0.01,0.398%,11,Switzerland,2021.0,11699,Health Care,Biotechnology: Pharmaceutical Preparations
GDTC,CytoMed Therapeutics Limited Ordinary Shares,$0.9999,0.0348,3.606%,11,Singapore,2023.0,7674,Health Care,Biotechnology: Pharmaceutical Preparations
SNGX,Soligenix Inc. Common Stock,$1.15,0.0,0.00%,11,United States,,93018,Health Care,Biotechnology: Pharmaceutical Preparations
BIVI,BioVie Inc. Class A Common Stock,$1.46,0.08,5.797%,11,United States,,45827,Health Care,Biotechnology: Pharmaceutical Preparations
ADXN,Addex Therapeutics Ltd American Depositary Shares,$7.2004,0.6004,9.097%,11,Switzerland,,10225,Health Care,Biotechnology: Pharmaceutical Preparations
AIMD,Ainos Inc. Common Stock,$1.65,0.01,0.61%,11,United States,,16965,Health Care,Biotechnology: Pharmaceutical Preparations
HOTH,Hoth Therapeutics Inc. Common Stock,$0.6459,0.134,26.177%,10,United States,2019.0,96648145,Health Care,Biotechnology: Pharmaceutical Preparations
GNPX,Genprex Inc. Common Stock,$1.21,0.0,0.00%,10,United States,2018.0,249193,Health Care,Biotechnology: Pharmaceutical Preparations
APRE,Aprea Therapeutics Inc. Common stock,$0.941,0.094,11.098%,10,United States,2019.0,615850,Health Care,Biotechnology: Pharmaceutical Preparations
RVPH,Reviva Pharmaceuticals Holdings Inc. Common Stock ,$0.8565,-0.0125,-1.438%,10,United States,2020.0,740912,Health Care,Biotechnology: Pharmaceutical Preparations
BLRX,BioLineRx Ltd. American Depositary Shares,$2.38,0.07,3.03%,10,Israel,,18753,Health Care,Biotechnology: Pharmaceutical Preparations
BOLT,Bolt Biotherapeutics Inc. Common Stock,$4.74,0.08,1.717%,9,United States,2021.0,12070,Health Care,Biotechnology: Pharmaceutical Preparations
KPRX,Kiora Pharmaceuticals Inc.  Common Stock,$2.44,0.0,0.00%,9,United States,,116126,Health Care,Biotechnology: Pharmaceutical Preparations
CALC,CalciMedica Inc. Common Stock,$0.621,-0.0049,-0.783%,9,United States,2023.0,79699,Health Care,Biotechnology: Pharmaceutical Preparations
RNAZ,TransCode Therapeutics Inc. Common Stock,$8.90,0.1,1.136%,8,United States,2021.0,19829,Health Care,Biotechnology: Pharmaceutical Preparations
LNAI,Lunai Bioworks Inc. Common Stock,$0.3388,-0.0361,-9.629%,8,United States,,1844613,Health Care,Biotechnology: Pharmaceutical Preparations
NCNA,NuCana plc American Depositary Share,$2.16,0.1,4.854%,8,United Kingdom,2017.0,21000,Health Care,Biotechnology: Pharmaceutical Preparations
ELAB,PMGC Holdings Inc. Common Stock,$4.38,-0.7,-13.78%,8,United States,2023.0,1889241,Health Care,Biotechnology: Pharmaceutical Preparations
BCAB,BioAtla Inc. Common Stock,$4.27,-0.04,-0.928%,7,United States,2020.0,21242,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCRT,Alaunos Therapeutics Inc. Common Stock,$2.99,0.03,1.014%,7,United States,,31323,Health Care,Biotechnology: Pharmaceutical Preparations
CUPR,Cuprina Holdings (Cayman) Limited Class A Ordinary Shares,$0.37,0.019,5.413%,7,Singapore,2025.0,311533,Health Care,Biotechnology: Pharmaceutical Preparations
QUCY,Mainz Biomed N.V. Ordinary Shares,$0.6073,0.1015,20.067%,7,Germany,2021.0,2222288,Health Care,Biotechnology: Pharmaceutical Preparations
MTVA,MetaVia Inc. Common Stock,$1.49,-0.01,-0.667%,7,United States,2016.0,110754,Health Care,Biotechnology: Pharmaceutical Preparations
PCSA,Processa Pharmaceuticals Inc. Common Stock,$2.87,0.0,0.00%,7,United States,,20312,Health Care,Biotechnology: Pharmaceutical Preparations
ACXP,Acurx Pharmaceuticals Inc. Common Stock,$2.78,-0.15,-5.119%,7,United States,2021.0,102063,Health Care,Biotechnology: Pharmaceutical Preparations
XBIO,Xenetic Biosciences Inc. Common Stock,$3.26,0.15,4.823%,7,United States,,14562,Health Care,Biotechnology: Pharmaceutical Preparations
PMCB,PharmaCyte  Biotech Inc. Common Stock,$0.684,-0.0039,-0.567%,7,United States,,247978,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GELS,Gelteq Limited Ordinary Shares,$0.6967,-0.0033,-0.471%,7,Australia,2024.0,13424,Health Care,Biotechnology: Pharmaceutical Preparations
APM,Aptorum Group Limited Class A Ordinary Shares,$0.8811,0.006,0.686%,7,Hong Kong,2018.0,24565,Health Care,Biotechnology: Pharmaceutical Preparations
BMRA,Biomerica Inc. Common Stock,$2.10,0.02,0.962%,6,United States,,27920,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
SXTC,China SXT Pharmaceuticals Inc. Class A Ordinary Shares,$2.08,-0.24,-10.345%,6,China,2019.0,41950,Health Care,Biotechnology: Pharmaceutical Preparations
CANF,Can-Fite Biopharma Ltd American Depositary Shares each representing two (2) Ordinary Shares,$3.05,0.13,4.452%,6,Israel,,29454,Health Care,Biotechnology: Pharmaceutical Preparations
NRSNW,NeuroSense Therapeutics Ltd. Warrant,$0.198,-0.002,-1.00%,6,Israel,2021.0,100,Health Care,Biotechnology: Pharmaceutical Preparations
GRDX,GridAI Technologies Corp. Common Stock,$2.06,0.03,1.478%,6,United States,2016.0,36057,Health Care,Biotechnology: Pharmaceutical Preparations
XTLB,XTL Biopharmaceuticals Ltd. American Depositary Shares,$2.445,0.05,2.088%,5,Israel,,8025,Health Care,Biotechnology: Pharmaceutical Preparations
INDP,Indaptus Therapeutics Inc. Common Stock,$2.33,0.27,13.107%,5,United States,,249907,Health Care,Biotechnology: Pharmaceutical Preparations
IMRN,Immuron Limited American Depositary Shares,$0.85,0.0635,8.074%,5,Australia,2017.0,24255,Health Care,Biotechnology: Pharmaceutical Preparations
MBIO,Mustang Bio Inc. Common Stock,$0.75,0.0363,5.086%,5,United States,,43038,Health Care,Biotechnology: Pharmaceutical Preparations
SXTP,60 Degrees Pharmaceuticals Inc. Common Stock,$2.22,0.28,14.433%,5,United States,2023.0,345490,Health Care,Biotechnology: Pharmaceutical Preparations
CDIO,Cardio Diagnostics Holdings Inc. Common stock,$1.92,0.04,2.128%,5,United States,2022.0,60599,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
APVO,Aptevo Therapeutics Inc. Common Stock,$5.03,0.29,6.118%,5,United States,,36263,Health Care,Biotechnology: Pharmaceutical Preparations
ASBP,Aspire Biopharma Holdings Inc. Common Stock,$1.19,0.05,4.386%,5,United States,2022.0,118338,Health Care,Biotechnology: Pharmaceutical Preparations
AKTX,Akari Therapeutics plc ADS,$4.63,0.3825,9.005%,5,United Kingdom,,20667,Health Care,Biotechnology: Pharmaceutical Preparations
DRMA,Dermata Therapeutics Inc. Common Stock,$1.25,-0.05,-3.846%,5,United States,2021.0,100946,Health Care,Biotechnology: Pharmaceutical Preparations
JAGX,Jaguar Health Inc. Common Stock,$0.406,0.016,4.103%,5,United States,2015.0,692640,Health Care,Biotechnology: Pharmaceutical Preparations
ERNA,Ernexa Therapeutics Inc. Common Stock,$0.2021,0.0052,2.641%,5,United States,,233392,Health Care,Biotechnology: Pharmaceutical Preparations
FBLG,FibroBiologics Inc. Common Stock,$1.41,0.04,2.92%,4,United States,,92664,Health Care,Biotechnology: Pharmaceutical Preparations
GLMD,Galmed Pharmaceuticals Ltd. Ordinary Shares,$0.709,-0.0509,-6.698%,4,Israel,2014.0,1358877,Health Care,Biotechnology: Pharmaceutical Preparations
ENSC,Ensysce Biosciences Inc. Common Stock,$0.52,-0.0312,-5.66%,4,United States,,202694,Health Care,Biotechnology: Pharmaceutical Preparations
PULM,Pulmatrix Inc. Common Stock,$1.245,0.035,2.893%,4,United States,2014.0,13677,Health Care,Biotechnology: Pharmaceutical Preparations
RDHL,Redhill Biopharma Ltd. American Depositary Shares,$0.81,-0.003,-0.369%,4,Israel,,22198,Health Care,Biotechnology: Pharmaceutical Preparations
ESLAW,Estrella Immunopharma Inc. Warrant,$0.1161,-0.0089,-7.12%,4,United States,2021.0,1012,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ARTL,Artelo Biosciences Inc. Common Stock,$5.41,-0.26,-4.586%,4,United States,,74341,Health Care,Biotechnology: Pharmaceutical Preparations
SBFM,Sunshine Biopharma Inc. Common Stock,$0.9688,-0.0215,-2.171%,4,Canada,,11574,Health Care,Biotechnology: Pharmaceutical Preparations
SLXN,Silexion Therapeutics Corp Ordinary Shares,$1.04,0.0498,5.029%,4,Israel,,46896,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BFRGW,Bullfrog AI Holdings Inc. Warrants,$0.245,-0.0151,-5.805%,4,United States,2023.0,2407,Health Care,Biotechnology: Pharmaceutical Preparations
REVB,Revelation Biosciences Inc. Common Stock,$1.20,0.01,0.84%,4,United States,2020.0,43131,Health Care,Biotechnology: Pharmaceutical Preparations
SHPH,Shuttle Pharmaceuticals Holdings Inc. Common Stock,$0.8741,0.1369,18.57%,4,United States,2022.0,126093,Health Care,Biotechnology: Pharmaceutical Preparations
AIM,AIM ImmunoTech Inc. Common Stock,$0.5785,0.0475,8.945%,4,,,508340,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GRI,GRI Bio Inc. Common Stock,$2.44,0.04,1.667%,3,United States,2021.0,59027,Health Care,Biotechnology: Pharmaceutical Preparations
AZTR,Azitra Inc Common Stock,$0.216,0.003,1.408%,3,,2023.0,794056,Health Care,Biotechnology: Pharmaceutical Preparations
ALZN,Alzamend Neuro Inc. Common Stock,$1.04,0.141,15.684%,3,United States,2021.0,365175,Health Care,Biotechnology: Pharmaceutical Preparations
ENVB,Enveric Biosciences Inc. Common Stock,$1.95,-0.02,-1.015%,3,United States,,21536,Health Care,Biotechnology: Pharmaceutical Preparations
XRTX,XORTX Therapeutics Inc. Common Shares,$2.17,-0.04,-1.81%,3,Canada,,184613,Health Care,Biotechnology: Pharmaceutical Preparations
ALBT,Avalon GloboCare Corp. Common Stock,$0.413,-0.021,-4.839%,3,United States,,330434,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MTNB,Matinas Biopharma Holdings Inc. Common Stock,$0.529,0.026,5.169%,3,United States,2017.0,116678,Health Care,Biotechnology: Pharmaceutical Preparations
VIVS,VivoSim Labs Inc. Common Stock,$1.52,0.08,5.556%,3,United States,,18966,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DCOY,Decoy Therapeutics Inc. Common Stock,$6.20,0.13,2.142%,3,United States,2015.0,6800,Health Care,Biotechnology: Pharmaceutical Preparations
PPBT,Purple Biotech Ltd. American Depositary Shares,$4.00,-0.13,-3.148%,3,Israel,2015.0,2997,Health Care,Biotechnology: Pharmaceutical Preparations
PBM,Psyence Biomedical Ltd. Common Shares,$2.95,0.16,5.735%,3,Canada,,38069,Health Care,Biotechnology: Pharmaceutical Preparations
SNOA,Sonoma Pharmaceuticals Inc. Common Stock,$2.18,-0.17,-7.234%,3,United States,2007.0,13215,Health Care,Biotechnology: Pharmaceutical Preparations
CNSP,CNS Pharmaceuticals Inc. Common Stock,$2.64,0.13,5.179%,2,United States,2019.0,19844,Health Care,Biotechnology: Pharmaceutical Preparations
SCNI,Scinai Immunotherapeutics Ltd. American Depositary Shares,$0.5914,-0.0006,-0.101%,2,Israel,2015.0,8056,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
BDRX,Biodexa Pharmaceuticals plc American Depositary Shs,$3.25,0.15,4.839%,2,United Kingdom,,57326,Health Care,Biotechnology: Pharmaceutical Preparations
PPCB,Propanc Biopharma Inc. Common Stock,$0.0975,-0.0035,-3.465%,2,Australia,,459852,Health Care,Biotechnology: Pharmaceutical Preparations
CLDI,Calidi Biotherapeutics Inc. Common Stock,$0.2691,-0.0124,-4.405%,2,,2021.0,2007676,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HCWB,HCW Biologics Inc. Common Stock,$0.346,-0.0062,-1.76%,2,United States,2021.0,164911,Health Care,Biotechnology: Pharmaceutical Preparations
ADIL,Adial Pharmaceuticals Inc Common Stock,$1.58,0.01,0.637%,2,United States,2018.0,57895,Health Care,Biotechnology: Pharmaceutical Preparations
INM,InMed Pharmaceuticals Inc. Common Shares,$0.7147,0.0021,0.295%,2,Canada,,38348,Health Care,Biotechnology: Pharmaceutical Preparations
OGEN,Oragenics Inc. Common Stock,$0.655,-0.0261,-3.832%,2,United States,,55180,Health Care,Biotechnology: Pharmaceutical Preparations
GOVX,GeoVax Labs Inc. Common Stock,$1.34,0.06,4.688%,2,United States,,66000,Health Care,Biotechnology: Pharmaceutical Preparations
PRFX,PRF Technologies Ltd. Ordinary Shares,$2.75,0.01,0.365%,2,Israel,2020.0,45127,Health Care,Biotechnology: Pharmaceutical Preparations
BIVIW,BioVie Inc. Warrant,$0.25,0.0,0.00%,1,United States,,5972,Health Care,Biotechnology: Pharmaceutical Preparations
RCKTW,Rocket Pharmaceuticals Inc. Warrant,$0.0099,-0.0001,-1.00%,1,United States,,20540,Health Care,Biotechnology: Pharmaceutical Preparations
BTTC,Black Titan Corporation Ordinary Shares,$1.50,0.06,4.167%,1,Malaysia,,14268,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SABSW,SAB Biotherapeutics Inc. Warrant,$0.0251,-0.0016,-5.993%,1,United States,2021.0,2065,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SPRC,SciSparc Ltd. Ordinary Shares,$3.23,0.165,5.383%,1,Israel,,8465,Health Care,Biotechnology: Pharmaceutical Preparations
CMND,Clearmind Medicine Inc. Common Shares,$0.91,-0.52,-36.364%,1,Canada,,22409479,Health Care,Biotechnology: Pharmaceutical Preparations
UPC,Universe Pharmaceuticals Inc. Class A Ordinary Shares,$3.30,0.17,5.431%,1,China,2021.0,3247,Health Care,Biotechnology: Pharmaceutical Preparations
VRAX,Virax Biolabs Group Limited Ordinary Shares,$0.148,-0.0184,-11.058%,1,United Kingdom,2022.0,23438146,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ONCO,Onconetix Inc. Common Stock,$0.91,0.11,13.75%,0,United States,2022.0,4827739,Health Care,Biotechnology: Pharmaceutical Preparations
ADTX,Aditxt Inc. Common Stock,$0.4211,-0.0487,-10.366%,0,United States,2020.0,2863356,Health Care,Biotechnology: Pharmaceutical Preparations
DRMAW,Dermata Therapeutics Inc. Warrant,$0.0144,-0.0031,-17.714%,0,United States,2021.0,11961,Health Care,Biotechnology: Pharmaceutical Preparations
NRXPW,NRX Pharmaceuticals Inc. Warrant,$0.01,-0.002,-16.667%,0,United States,2017.0,10541,Health Care,Biotechnology: Pharmaceutical Preparations
JSPRW,Japer Therapeutics Inc. Warrants,$0.0209,0.0001,0.481%,0,United States,2020.0,1077,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PBMWW,Psyence Biomedical Ltd. Warrant,$0.019,0.0009,4.972%,0,Canada,,9519,Health Care,Biotechnology: Pharmaceutical Preparations
IPEX,Inflection Point Acquisition Corp. V Class A Ordinary Shares,$10.43,0.01,0.096%,0,United States,2025.0,42914,Health Care,Biotechnology: Pharmaceutical Preparations
COEPW,Coeptis Therapeutics Holdings Inc. Warrants,$0.0108,-0.0001,-0.917%,0,United States,2020.0,77536,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
REVBW,Revelation Biosciences Inc. Warrant,$0.0093,0.0002,2.198%,0,United States,2020.0,2758,Health Care,Biotechnology: Pharmaceutical Preparations
SBFMW,Sunshine Biopharma Inc. Warrant,$0.139,-0.0106,-7.086%,0,Canada,,300,Health Care,Biotechnology: Pharmaceutical Preparations
SXTPW,60 Degrees Pharmaceuticals Inc. Warrant,$0.09,0.019,26.761%,0,United States,2023.0,1150,Health Care,Biotechnology: Pharmaceutical Preparations
SRZNW,Surrozen Inc. Warrant,$0.0176,0.0001,0.571%,0,United States,,1514,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CELUW,Celularity Inc. Warrant,$0.0079,0.0001,1.282%,0,United States,2019.0,20700,Health Care,Biotechnology: Pharmaceutical Preparations
CDTTW,CDT Equity Inc. Warrant,$0.006,0.0,0.00%,0,United States,2022.0,100,Health Care,Biotechnology: Pharmaceutical Preparations
CDIOW,Cardio Diagnostics Holdings Inc. Warrant,$0.0166,-0.0002,-1.19%,0,United States,2022.0,2001,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
SLXNW,Silexion Therapeutics Corp Warrant,$0.027,0.0,0.00%,0,Israel,,92,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCLXW,Scilex Holding Company Warrant,$0.09,0.0247,37.825%,0,United States,2021.0,4895,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CINGW,Cingulate Inc. Warrants,$0.02,-0.005,-20.00%,0,United States,2021.0,92100,Health Care,Biotechnology: Pharmaceutical Preparations
